description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Sacred Orb of Exaltation - mods	1			100	18	292	0		2	tors,uni	sr88,qty=1						useitem			100	ac%	100		130	150	aura-effect	100		8	10	allskills	100		2	2	aura	100	109	3	5	sacred	100		1	1																																																											0
Sacred Orb of Exaltation - Crafted - mods	1			100	18	292	0		2	tors,crf	sr88,qty=1						useitem			100	ac%	100		130	150	aura-effect	100		8	10	allskills	100		2	2	aura	100	109	3	5	sacred	100		1	1																																																											0
																																																																																																								0
SACRED ORBS - SHIELD MODS																																																																																																								0
																																																																																																								0
Sacred Orb of Spirit (shield) - mods	1			100	18	292	0		2	shld,uni	sr19,qty=1						useitem			100	vit	100		11	22	mana	100		59	82	cast2	100		25	35	abs-mag	100		3	8	sacred	100		1	1																																																											0
Sacred Orb of Spirit (shield) - Crafted - mods	1			100	18	292	0		2	shld,crf	sr19,qty=1						useitem			100	vit	100		11	22	mana	100		59	82	cast2	100		25	35	abs-mag	100		3	8	sacred	100		1	1																																																											0
Sacred Orb of Sanctuary - mods	1			100	18	292	0		2	shld,uni	sr20,qty=1						useitem			100	block	100		20	20	block2	100		20	20	red-mag	100		7	7	res-all	100		40	50	sacred	100		1	1																																																											0
Sacred Orb of Sanctuary - Crafted - mods	1			100	18	292	0		2	shld,crf	sr20,qty=1						useitem			100	block	100		20	20	block2	100		20	20	red-mag	100		7	7	res-all	100		40	50	sacred	100		1	1																																																											0
Sacred Orb of Exile - mods	1			100	18	292	0		2	shld,uni	sr21,qty=1						useitem			100	regen	100		30	30	hit-skill	100	446	25	18	ac%	100		220	260	aura	100	104	13	16	sacred	100		1	1																																																											0
Sacred Orb of Exile - Crafted - mods	1			100	18	292	0		2	shld,crf	sr21,qty=1						useitem			100	regen	100		30	30	hit-skill	100	446	25	18	ac%	100		220	260	aura	100	104	13	16	sacred	100		1	1																																																											0
Sacred Orb of Epiphany - mods	1			100	18	292	0		2	shld,uni	sr22,qty=1						useitem			100	mana%	100		28	35	equipped-skill	100	554	18	18	cast2	100		20	20	res-ltng-max	100		8	8	sacred	100		1	1																																																											0
Sacred Orb of Epiphany - Crafted - mods	1			100	18	292	0		2	shld,crf	sr22,qty=1						useitem			100	mana%	100		28	35	equipped-skill	100	554	18	18	cast2	100		20	20	res-ltng-max	100		8	8	sacred	100		1	1																																																											0
Sacred Orb of Dragon (shield) - mods	1			100	18	292	0		2	shld,uni	sr23,qty=1						useitem			100	ac	100		400	550	extra-hydra	100		1	1	aura	100	102	12	12	red-dmg	100		9	9	sacred	100		1	1																																																											0
Sacred Orb of Dragon (shield) - Crafted - mods	1			100	18	292	0		2	shld,crf	sr23,qty=1						useitem			100	res-ltng-max	100		4	4	extra-hydra	100		1	1	aura	100	102	12	12	red-dmg	100		9	9	sacred	100		1	1																																																											0
Sacred Orb of Dream (shield) - mods	1			100	18	292	0		2	shld,uni	sr24,qty=1						useitem			100	res-all	100		10	20	balance3	100		20	30	aura	100	118	14	14	hp	100		75	75	sacred	100		1	1																																																											0
Sacred Orb of Dream (shield) - Crafted - mods	1			100	18	292	0		2	shld,crf	sr24,qty=1						useitem			100	res-all	100		10	20	balance3	100		20	30	aura	100	118	14	14	hp	100		75	75	sacred	100		1	1																																																											0
Sacred Orb of Phoenix (shield) - mods	1			100	18	292	0		2	shld,uni	sr25,qty=1						useitem			100	hit-skill	100	225	20	40	ac-miss	100		350	400	aura	100	124	10	12	hp	100		75	75	sacred	100		1	1																																																											0
Sacred Orb of Phoenix (shield) - Crafted - mods	1			100	18	292	0		2	shld,crf	sr25,qty=1						useitem			100	hit-skill	100	225	20	40	ac-miss	100		350	400	aura	100	124	10	12	hp	100		75	75	sacred	100		1	1																																																											0
Sacred Orb of Shattered Wall - mods	1			100	18	292	0		2	shld,uni	sr26,qty=1						useitem			100	aura	100	114	16	16	ac%	100		160	200	hp	100		125	175	nofreeze	100		1	1	sacred	100		1	1																																																											0
Sacred Orb of Shattered Wall - Crafted - mods	1			100	18	292	0		2	shld,crf	sr26,qty=1						useitem			100	aura	100	114	16	16	ac%	100		160	200	hp	100		125	175	nofreeze	100		1	1	sacred	100		1	1																																																											0
																																																																																																								0
SACRED ORBS - WEAPON MODS																																																																																																								0
																																																																																																								0
Sacred Orb of Zenith - mods	1			100	18	292	0		2	bow,uni	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - Crafted - mods	1			100	18	292	0		2	bow,crf	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - mods	1			100	18	292	0		2	xbow,uni	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - mods	1			100	18	292	0		2	spea,uni	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - Crafted - mods	1			100	18	292	0		2	spea,crf	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - mods	1			100	18	292	0		2	pole,uni	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - Crafted - mods	1			100	18	292	0		2	pole,crf	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - mods	1			100	18	292	0		2	staf,uni	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - Crafted - mods	1			100	18	292	0		2	staf,crf	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - mods	1			100	18	292	0		2	2hsw,uni	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Zenith - Crafted - mods	1			100	18	292	0		2	2hsw,crf	sr27,qty=1						useitem			100	aura	100	125	10	12	swing2	100		45	45	dmg-elem	100	100	360	420	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	weap,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	weap,crf	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	2hsw,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	2hsw,crf	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	axe,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	axe,crf	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	bow,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	bow,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	xbow,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	hamm,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	hamm,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	spea,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	spea,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - mods	1			100	18	292	0		2	staf,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Dying - Crafted - mods	1			100	18	292	0		2	staf,uni	sr28,qty=1						useitem			100	hit-skill	100	92	35	40	indestruct	100		1	1	swing2	100		60	60	dmg%	100		170	220	sacred	100		1	1																																																											0
Sacred Orb of Obsession - mods	1			100	18	292	0		2	staf,uni	sr29,qty=1						useitem			100	cast-skill	100	72	24	18	hp%	100		15	25	res-all	100		60	70	allskills	100		4	4	sacred	100		1	1																																																											0
Sacred Orb of Obsession - Crafted - mods	1			100	18	292	0		2	staf,crf	sr29,qty=1						useitem			100	cast-skill	100	72	24	18	hp%	100		15	25	res-all	100		60	70	allskills	100		4	4	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - mods	1			100	18	292	0		2	hamm,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - mods	1			100	18	292	0		2	pole,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - Crafted - mods	1			100	18	292	0		2	pole,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - mods	1			100	18	292	0		2	spea,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - Crafted - mods	1			100	18	292	0		2	spea,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - mods	1			100	18	292	0		2	bow,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - Crafted - mods	1			100	18	292	0		2	bow,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - mods	1			100	18	292	0		2	xbow,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - mods	1			100	18	292	0		2	2hsw,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (non-staves) - Crafted - mods	1			100	18	292	0		2	2hsw,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	hit-skill	100	121	25	40	dmg%	100		200	235	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (staves) - mods	1			100	18	292	0		2	staf,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	cast-skill	100	121	25	40	dex	100		20	20	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (staves) - Crafted - mods	1			100	18	292	0		2	staf,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	cast-skill	100	121	25	40	dex	100		20	20	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (wands) - mods	1			100	18	292	0		2	wand,uni	sr30,qty=1						useitem			100	aura	100	119	17	20	cast-skill	100	121	25	40	dex	100		20	20	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Asylum (wands)- Crafted - mods	1			100	18	292	0		2	wand,crf	sr30,qty=1						useitem			100	aura	100	119	17	20	cast-skill	100	121	25	40	dex	100		20	20	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Pride - mods	1			100	18	292	0		2	pole,uni	sr31,qty=1						useitem			100	aura	100	113	18	20	att%	100		260	300	deadly	100		20	20	dmg%/lvl	100	16			sacred	100		1	1																																																											0
Sacred Orb of Pride - Crafted - mods	1			100	18	292	0		2	pole,crf	sr31,qty=1						useitem			100	aura	100	113	18	20	att%	100		260	300	deadly	100		20	20	dmg%/lvl	100	16			sacred	100		1	1																																																											0
Sacred Orb of Pride - mods	1			100	18	292	0		2	spea,uni	sr31,qty=1						useitem			100	aura	100	113	18	20	att%	100		260	300	deadly	100		20	20	dmg%/lvl	100	16			sacred	100		1	1																																																											0
Sacred Orb of Pride - Crafted - mods	1			100	18	292	0		2	spea,crf	sr31,qty=1						useitem			100	aura	100	113	18	20	att%	100		260	300	deadly	100		20	20	dmg%/lvl	100	16			sacred	100		1	1																																																											0
Sacred Orb of Pride - mods	1			100	18	292	0		2	staf,uni	sr31,qty=1						useitem			100	aura	100	113	18	20	att%	100		260	300	deadly	100		20	20	dmg%/lvl	100	16			sacred	100		1	1																																																											0
Sacred Orb of Pride - Crafted - mods	1			100	18	292	0		2	staf,crf	sr31,qty=1						useitem			100	aura	100	113	18	20	att%	100		260	300	deadly	100		20	20	dmg%/lvl	100	16			sacred	100		1	1																																																											0
Sacred Orb of Justice - mods	1			100	18	292	0		2	weap,uni	sr32,qty=1						useitem			100	aura	100	102	12	12	pierce-fire	100		10	20	deadly	100		20	20	dmg%	100		190	220	sacred	100		1	1																																																											0
Sacred Orb of Justice - Crafted - mods	1			100	18	292	0		2	weap,crf	sr32,qty=1						useitem			100	aura	100	102	12	12	pierce-fire	100		10	20	deadly	100		20	20	dmg%	100		190	220	sacred	100		1	1																																																											0
Sacred Orb of Doom - mods	1			100	18	292	0		2	axe,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - Crafted - mods	1			100	18	292	0		2	axe,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - mods	1			100	18	292	0		2	pole,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - Crafted - mods	1			100	18	292	0		2	pole,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - mods	1			100	18	292	0		2	hamm,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - mods	1			100	18	292	0		2	spea,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - Crafted - mods	1			100	18	292	0		2	spea,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - mods	1			100	18	292	0		2	swor,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - Crafted - mods	1			100	18	292	0		2	swor,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - mods	1			100	18	292	0		2	scep,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom - Crafted - mods	1			100	18	292	0		2	scep,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	allskills	100		2	2	pierce-cold	100		30	50	dmg%	100		200	225	sacred	100		1	1																																																											0
Sacred Orb of Doom (staves) - mods	1			100	18	292	0		2	staf,uni	sr33,qty=1						useitem			100	aura	100	114	16	16	cast3	100		30	30	pierce-cold	100		30	50	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Doom (staves) - Crafted - mods	1			100	18	292	0		2	staf,crf	sr33,qty=1						useitem			100	aura	100	114	16	16	cast3	100		30	30	pierce-cold	100		30	50	allskills	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Dominion - mods	1			100	18	292	0		2	wand,uni	sr34,qty=1						useitem			100	extra-golem	100		1	1	skill	100	79	2	3	red-dmg	100		5	7	nec	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Dominion - Crafted - mods	1			100	18	292	0		2	wand,crf	sr34,qty=1						useitem			100	extra-golem	100		1	1	skill	100	79	2	3	red-dmg	100		5	7	nec	100		2	2	sacred	100		1	1																																																											0
Sacred Orb of Mist - mods	1			100	18	292	0		2	bow,uni	sr35,qty=1						useitem			100	pierce	100		100	100	swing2	100		20	20	aura	100	113	12	14	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Mist - Crafted - mods	1			100	18	292	0		2	bow,crf	sr35,qty=1						useitem			100	pierce	100		100	100	swing2	100		20	20	aura	100	113	12	14	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Mist - mods	1			100	18	292	0		2	xbow,uni	sr35,qty=1						useitem			100	pierce	100		100	100	swing2	100		20	20	aura	100	113	12	14	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Mist - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr35,qty=1						useitem			100	pierce	100		100	100	swing2	100		20	20	aura	100	113	12	14	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Plague - mods	1			100	18	292	0		2	weap,uni	sr36,qty=1						useitem			100	hit-skill	100	92	25	35	plague-fcr-pierce	100		20	20	deadly/lvl	100	3			aura	100	109	15	17	sacred	100		1	1																																																											0
Sacred Orb of Plague - Crafted - mods	1			100	18	292	0		2	weap,crf	sr36,qty=1						useitem			100	hit-skill	100	92	25	35	plague-fcr-pierce	100		20	20	deadly/lvl	100	3			aura	100	109	15	17	sacred	100		1	1																																																											0
Sacred Orb of Rapture - mods	1			100	18	292	0		2	hamm,uni	sr37,qty=1						useitem			100	hit-skill	100	91	30	35	hit-skill	100	234	14	46	deadly	100		40	40	dmg%	100		140	180	sacred	100		1	1																																																											0
Sacred Orb of Rapture - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr37,qty=1						useitem			100	hit-skill	100	91	30	35	hit-skill	100	234	14	46	deadly	100		40	40	dmg%	100		140	180	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - mods	1			100	18	292	0		2	axe,uni	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - Crafted - mods	1			100	18	292	0		2	axe,crf	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - mods	1			100	18	292	0		2	hamm,uni	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - mods	1			100	18	292	0		2	swor,uni	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - Crafted - mods	1			100	18	292	0		2	swor,crf	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - mods	1			100	18	292	0		2	staf,uni	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Last Wish - Crafted - mods	1			100	18	292	0		2	staf,crf	sr38,qty=1						useitem			100	att-skill	100	38	60	40	aura	100	98	19	19	crush	100		60	70	dmg%	100		230	280	sacred	100		1	1																																																											0
Sacred Orb of Destruction (non-staves) - mods	1			100	18	292	0		2	swor,uni	sr39,qty=1						useitem			100	hit-skill	100	229	8	35	hit-skill	100	56	15	45	hit-skill	100	44	20	35	dmg%	100		220	220	sacred	100		1	1																																																											0
Sacred Orb of Destruction (non-staves) - Crafted - mods	1			100	18	292	0		2	swor,crf	sr39,qty=1						useitem			100	hit-skill	100	229	8	35	hit-skill	100	56	15	45	hit-skill	100	44	20	35	dmg%	100		220	220	sacred	100		1	1																																																											0
Sacred Orb of Destruction (non-staves) - mods	1			100	18	292	0		2	pole,uni	sr39,qty=1						useitem			100	hit-skill	100	229	8	35	hit-skill	100	56	15	45	hit-skill	100	44	20	35	dmg%	100		220	220	sacred	100		1	1																																																											0
Sacred Orb of Destruction (non-staves) - Crafted - mods	1			100	18	292	0		2	pole,crf	sr39,qty=1						useitem			100	hit-skill	100	229	8	35	hit-skill	100	56	15	45	hit-skill	100	44	20	35	dmg%	100		220	220	sacred	100		1	1																																																											0
Sacred Orb of Destruction (non-staves) - mods	1			100	18	292	0		2	spea,uni	sr39,qty=1						useitem			100	hit-skill	100	229	8	35	hit-skill	100	56	15	45	hit-skill	100	44	20	35	dmg%	100		220	220	sacred	100		1	1																																																											0
Sacred Orb of Destruction (non-staves) - Crafted - mods	1			100	18	292	0		2	spea,crf	sr39,qty=1						useitem			100	hit-skill	100	229	8	35	hit-skill	100	56	15	45	hit-skill	100	44	20	35	dmg%	100		220	220	sacred	100		1	1																																																											0
Sacred Orb of Destruction (staves) - mods	1			100	18	292	0		2	staf,uni	sr39,qty=1						useitem			100	cast-skill	100	229	8	35	cast-skill	100	56	15	45	cast-skill	100	44	20	35	cast-skill	100	48	15	40	sacred	100		1	1																																																											0
Sacred Orb of Destruction (staves) - Crafted - mods	1			100	18	292	0		2	staf,crf	sr39,qty=1						useitem			100	cast-skill	100	229	8	35	cast-skill	100	56	15	45	cast-skill	100	44	20	35	cast-skill	100	48	15	40	sacred	100		1	1																																																											0
Sacred Orb of Phoenix (weapon - staves) - mods	1			100	18	292	0		2	staf,uni	sr40,qty=1						useitem			100	cast-skill	100	225	20	40	pierce-fire	100		28	28	aura	100	124	10	12	abs-fire	100		15	21	sacred	100		1	1																																																											0
Sacred Orb of Phoenix (weapon - staves) - Crafted - mods	1			100	18	292	0		2	staf,crf	sr40,qty=1						useitem			100	cast-skill	100	225	20	40	pierce-fire	100		28	28	aura	100	124	10	12	abs-fire	100		15	21	sacred	100		1	1																																																											0
Sacred Orb of Phoenix (weapon) - mods	1			100	18	292	0		2	weap,uni	sr40,qty=1						useitem			100	hit-skill	100	225	20	40	pierce-fire	100		28	28	aura	100	124	10	12	dmg%	100		180	225	sacred	100		1	1																																																											0
Sacred Orb of Phoenix (weapon) - Crafted - mods	1			100	18	292	0		2	weap,crf	sr40,qty=1						useitem			100	hit-skill	100	225	20	40	pierce-fire	100		28	28	aura	100	124	10	12	dmg%	100		180	225	sacred	100		1	1																																																											0
