description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Sacred Orb of Brand	1			100	18	292	0		2	bow,uni	sr41,qty=1						useitem			100	extra-skele-archer	100		8	8	hit-skill	100	84	50	45	deadly	100		20	20	dmg%	100		160	200	sacred	100		1	1																																																											0
Sacred Orb of Brand - Crafted	1			100	18	292	0		2	bow,crf	sr41,qty=1						useitem			100	extra-skele-archer	100		8	8	hit-skill	100	84	50	45	deadly	100		20	20	dmg%	100		160	200	sacred	100		1	1																																																											0
Sacred Orb of Ice	1			100	18	292	0		2	xbow,uni	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Ice - Crafted	1			100	18	292	0		2	xbow,crf	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Ice	1			100	18	292	0		2	bow,uni	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Ice - Crafted	1			100	18	292	0		2	bow,crf	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Faith	1			100	18	292	0		2	xbow,uni	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Faith - Crafted	1			100	18	292	0		2	xbow,crf	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Faith	1			100	18	292	0		2	bow,uni	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Faith - Crafted	1			100	18	292	0		2	bow,crf	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Famine	1			100	18	292	0		2	axe,uni	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - Crafted	1			100	18	292	0		2	axe,crf	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine	1			100	18	292	0		2	hamm,uni	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - Crafted	1			100	18	292	0		2	hamm,crf	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine	1			100	18	292	0		2	swor,uni	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - Crafted	1			100	18	292	0		2	swor,crf	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Fury	1			100	18	292	0		2	thro,uni	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Fury - Crafted	1			100	18	292	0		2	thro,crf	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Fury	1			100	18	292	0		2	mele,uni	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Fury - Crafted	1			100	18	292	0		2	mele,crf	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves)	1			100	18	292	0		2	pole,uni	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - Crafted	1			100	18	292	0		2	pole,crf	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (staves)	1			100	18	292	0		2	staf,uni	sr46,qty=1						useitem			100	cast-skill	100	53	15	20	pierce-ltng	100		45	55	aura	100	123	12	12	cast-skill	100	235	2	15	sacred	100		1	1																																																											0
Sacred Orb of Infinity (staves) - Crafted	1			100	18	292	0		2	staf,crf	sr46,qty=1						useitem			100	cast-skill	100	53	15	20	pierce-ltng	100		45	55	aura	100	123	12	12	cast-skill	100	235	2	15	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves)	1			100	18	292	0		2	spea,uni	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - Crafted	1			100	18	292	0		2	spea,crf	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves)	1			100	18	292	0		2	hamm,uni	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - Crafted	1			100	18	292	0		2	hamm,crf	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Eternity	1			100	18	292	0		2	mele,uni	sr47,qty=1						useitem			100	extra-revives	100		6	6	reanimate	100	39	10	10	dmg-norm	100		61	71	dmg%	100		190	210	sacred	100		1	1																																																											0
Sacred Orb of Eternity - Crafted	1			100	18	292	0		2	mele,crf	sr47,qty=1						useitem			100	extra-revives	100		6	6	reanimate	100	39	10	10	dmg-norm	100		61	71	dmg%	100		190	210	sacred	100		1	1																																																											0
Sacred Orb of Beast	1			100	18	292	0		2	axe,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted	1			100	18	292	0		2	axe,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast	1			100	18	292	0		2	scep,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted	1			100	18	292	0		2	scep,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast	1			100	18	292	0		2	hamm,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted	1			100	18	292	0		2	hamm,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast	1			100	18	292	0		2	staf,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted	1			100	18	292	0		2	staf,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Wrath	1			100	18	292	0		2	xbow,uni	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wrath - Crafted	1			100	18	292	0		2	xbow,crf	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wrath	1			100	18	292	0		2	bow,uni	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wrath - Crafted	1			100	18	292	0		2	bow,crf	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wind	1			100	18	292	0		2	staf,uni	sr50,qty=1						useitem			100	move2	100		20	30	cast-skill	100	245	18	35	cast-skill	100	240	18	35	cast-skill	100	235	5	9	sacred	100		1	1																																																											0
Sacred Orb of Wind - Crafted	1			100	18	292	0		2	staf,crf	sr50,qty=1						useitem			100	move2	100		20	30	cast-skill	100	245	18	35	cast-skill	100	240	18	35	cast-skill	100	235	5	9	sacred	100		1	1																																																											0
Sacred Orb of Wind	1			100	18	292	0		2	thro,uni	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		80	140	sacred	100		1	1																																																											0
Sacred Orb of Wind - Crafted	1			100	18	292	0		2	thro,crf	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		80	140	sacred	100		1	1																																																											0
Sacred Orb of Wind	1			100	18	292	0		2	mele,uni	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		120	180	sacred	100		1	1																																																											0
Sacred Orb of Wind - Crafted	1			100	18	292	0		2	mele,crf	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		120	180	sacred	100		1	1																																																											0
Sacred Orb of Grief	1			100	18	292	0		2	swor,uni	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - Crafted	1			100	18	292	0		2	swor,crf	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief	1			100	18	292	0		2	axe,uni	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - Crafted	1			100	18	292	0		2	axe,crf	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief	1			100	18	292	0		2	pole,uni	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - Crafted	1			100	18	292	0		2	pole,crf	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Fortitude (weapon)	1			100	18	292	0		2	weap,uni	sr52,qty=1						useitem			100	res-all	100		25	30	hp/lvl	100		8	12	deadly	100		20	20	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Fortitude (weapon) - Crafted	1			100	18	292	0		2	weap,crf	sr52,qty=1						useitem			100	res-all	100		25	30	hp/lvl	100		8	12	deadly	100		20	20	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Arms	1			100	18	292	0		2	weap,uni	sr53,qty=1						useitem			100	oskill	100	155	2	6	oskill	100	149	2	6	oskill	100	146	1	3	dmg%	100		80	120	sacred	100		1	1																																																											0
Sacred Orb of Arms - Crafted	1			100	18	292	0		2	weap,crf	sr53,qty=1						useitem			100	oskill	100	155	2	6	oskill	100	149	2	6	oskill	100	146	1	3	dmg%	100		80	120	sacred	100		1	1																																																											0
Sacred Orb of Chaos	1			100	18	292	0		2	mele,uni	sr54,qty=1						useitem			100	hit-skill	100	38	18	40	skill	100	380	2	2	dmg-mag	100		200	400	dmg%	100		90	130	sacred	100		1	1																																																											0
Sacred Orb of Chaos - Crafted	1			100	18	292	0		2	mele,crf	sr54,qty=1						useitem			100	hit-skill	100	38	18	40	skill	100	380	2	2	dmg-mag	100		200	400	dmg%	100		90	130	sacred	100		1	1																																																											0
Sacred Orb of Death	1			100	18	292	0		2	swor,uni	sr55,qty=1						useitem			100	att-skill	100	55	25	18	crush	100		50	50	deadly/lvl	100	2			dmg%	100		65	110	sacred	100		1	1																																																											0
Sacred Orb of Death - Crafted	1			100	18	292	0		2	swor,crf	sr55,qty=1						useitem			100	att-skill	100	55	25	18	crush	100		50	50	deadly/lvl	100	2			dmg%	100		65	110	sacred	100		1	1																																																											0
Sacred Orb of Death	1			100	18	292	0		2	axe,uni	sr55,qty=1						useitem			100	att-skill	100	55	25	18	crush	100		50	50	deadly/lvl	100	2			dmg%	100		65	110	sacred	100		1	1																																																											0
Sacred Orb of Death - Crafted	1			100	18	292	0		2	axe,crf	sr55,qty=1						useitem			100	att-skill	100	55	25	18	crush	100		50	50	deadly/lvl	100	2			dmg%	100		65	110	sacred	100		1	1																																																											0
Sacred Orb of Oak	1			100	18	292	0		2	mace,uni	sr56,qty=1						useitem			100	mana%	100		15	15	charged	100	226	25	4	res-all	100		20	30	cast2	100		30	30	sacred	100		1	1																																																											0
Sacred Orb of Oak - Crafted	1			100	18	292	0		2	mace,crf	sr56,qty=1						useitem			100	mana%	100		15	15	charged	100	226	25	4	res-all	100		20	30	cast2	100		30	30	sacred	100		1	1																																																											0
Sacred Orb of Oak	1			100	18	292	0		2	staf,uni	sr56,qty=1						useitem			100	mana%	100		15	15	charged	100	226	25	4	res-all	100		20	30	cast2	100		30	30	sacred	100		1	1																																																											0
Sacred Orb of Oak - Crafted	1			100	18	292	0		2	staf,crf	sr56,qty=1						useitem			100	mana%	100		15	15	charged	100	226	25	4	res-all	100		20	30	cast2	100		30	30	sacred	100		1	1																																																											0
Sacred Orb of Kingslayer	1			100	18	292	0		2	swor,uni	sr57,qty=1						useitem			100	dmg-cold	100	50	250	500	swing2	100		30	30	oskill	100	111	10	10	dmg%	100		50	90	sacred	100		1	1																																																											0
Sacred Orb of Kingslayer - Crafted	1			100	18	292	0		2	swor,crf	sr57,qty=1						useitem			100	dmg-cold	100	50	250	500	swing2	100		30	30	oskill	100	111	10	10	dmg%	100		50	90	sacred	100		1	1																																																											0
Sacred Orb of Kingslayer	1			100	18	292	0		2	axe,uni	sr57,qty=1						useitem			100	dmg-cold	100	50	250	500	swing2	100		30	30	oskill	100	111	10	10	dmg%	100		50	90	sacred	100		1	1																																																											0
Sacred Orb of Kingslayer - Crafted	1			100	18	292	0		2	axe,crf	sr57,qty=1						useitem			100	dmg-cold	100	50	250	500	swing2	100		30	30	oskill	100	111	10	10	dmg%	100		50	90	sacred	100		1	1																																																											0
Sacred Orb of White	1			100	18	292	0		2	wand,uni	sr74,qty=1						useitem			100	red-mag	100		4	4	mana	100		13	13	skill	60	68	2	3	skilltab	100	7	2	2	sacred	100		1	1																																																											0
Sacred Orb of White - Crafted	1			100	18	292	0		2	wand,crf	sr74,qty=1						useitem			100	red-mag	100		4	4	mana	100		13	13	skill	60	68	2	3	skilltab	100	7	2	2	sacred	100		1	1																																																											0
Sacred Orb of Desolation	1			100	18	292	0		2	weap,uni	sr75,qty=1						useitem			100	pierce-phys	100		15	20	aura	100	604	10	14	dmg%	100		140	170	deadly	100		15	20	sacred	100		1	1																																																											0
Sacred Orb of Desoltion - Crafted	1			100	18	292	0		2	weap,crf	sr75,qty=1						useitem			100	pierce-phys	100		20	25	aura	100	604	16	16	dmg%	100		140	170	deadly	100		15	20	sacred	100		1	1																																																											0
Sacred Orb of Bastion	1			100	18	292	0		2	axe,uni	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion - Crafted	1			100	18	292	0		2	axe,crf	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion	1			100	18	292	0		2	mace,uni	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion - Crafted	1			100	18	292	0		2	mace,crf	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion	1			100	18	292	0		2	swor,uni	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion - Crafted	1			100	18	292	0		2	swor,crf	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion	1			100	18	292	0		2	2hsw,uni	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion - Crafted	1			100	18	292	0		2	2hsw,crf	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion	1			100	18	292	0		2	hamm,uni	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion - Crafted	1			100	18	292	0		2	hamm,crf	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion	1			100	18	292	0		2	pole,uni	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Bastion - Crafted	1			100	18	292	0		2	pole,crf	sr78,qty=1						useitem			100	hit-skill	100	611	25	20	dmg%	100		90	140	hp%	100		10	15	dmg-min	100		10	10	sacred	100		1	1																																																											0
Sacred Orb of Rift - Unique polearm	1			100	18	292	0		2	pole,uni	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Crafted polearm	1			100	18	292	0		2	pole,crf	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Unique spear	1			100	18	292	0		2	spea,uni	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Crafted spear	1			100	18	292	0		2	spea,crf	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Unique scepter	1			100	18	292	0		2	scep,uni	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Crafted scepter	1			100	18	292	0		2	scep,crf	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Unique sword	1			100	18	292	0		2	swor,uni	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Rift - Crafted sword	1			100	18	292	0		2	swor,crf	sr58,qty=1						useitem			100	dmg-to-mana	100		38	38	hit-skill	100	245	26	30	hit-skill	100	64	24	25	swing2	100		60	60	sacred	100		1	1																																																											0
Sacred Orb of Oath - Unique sword	1			100	18	292	0		2	swor,uni	sr59,qty=1						useitem			100	swing1	100		50	50	hit-skill	100	93	30	20	abs-mag	100		10	15	dmg%	100		30	70	sacred	100		1	1																																																											0
Sacred Orb of Oath - Crafted sword	1			100	18	292	0		2	swor,crf	sr59,qty=1						useitem			100	swing1	100		50	50	hit-skill	100	93	30	20	abs-mag	100		10	15	dmg%	100		30	70	sacred	100		1	1																																																											0
Sacred Orb of Oath - Unique axe	1			100	18	292	0		2	axe,uni	sr59,qty=1						useitem			100	swing1	100		50	50	hit-skill	100	93	30	20	abs-mag	100		10	15	dmg%	100		30	70	sacred	100		1	1																																																											0
Sacred Orb of Oath - Crafted axe	1			100	18	292	0		2	axe,crf	sr59,qty=1						useitem			100	swing1	100		50	50	hit-skill	100	93	30	20	abs-mag	100		10	15	dmg%	100		30	70	sacred	100		1	1																																																											0
Sacred Orb of Oath - Maces	1			100	18	292	0		2	mace,uni	sr59,qty=1						useitem			100	swing1	100		50	50	hit-skill	100	93	30	20	abs-mag	100		10	15	dmg%	100		30	70	sacred	100		1	1																																																											0
Sacred Orb of Oath - Maces	1			100	18	292	0		2	mace,crf	sr59,qty=1						useitem			100	swing1	100		50	50	hit-skill	100	93	30	20	abs-mag	100		10	15	dmg%	100		30	70	sacred	100		1	1																																																											0
Sacred Orb of Venom	1			100	18	292	0		2	weap,uni	sr60,qty=1						useitem			100	oskill	100	73	6	6	hit-skill	100	92	20	28	pierce-pois	100		20	30	noheal	100		1	1	sacred	100		1	1																																																											0
Sacred Orb of Venom	1			100	18	292	0		2	weap,crf	sr60,qty=1						useitem			100	oskill	100	73	6	6	hit-skill	100	92	20	28	pierce-pois	100		20	30	noheal	100		1	1	sacred	100		1	1																																																											0
Sacred Orb of Crescent Moon	1			100	18	292	0		2	weap,uni	sr61,qty=1						useitem			100	pierce-ltng	100		10	15	hit-skill	100	49	10	27	hit-skill	100	42	24	13	dmg%	100		20	50	sacred	100		1	1																																																											0
Sacred Orb of Crescent Moon	1			100	18	292	0		2	weap,crf	sr61,qty=1						useitem			100	pierce-ltng	100		10	15	hit-skill	100	49	10	27	hit-skill	100	42	24	13	dmg%	100		20	50	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	pole,uni	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	pole,crf	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	spea,uni	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	spea,crf	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	xbow,uni	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	xbow,crf	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	bow,uni	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Loyalty	1			100	18	292	0		2	bow,crf	sr62,qty=1						useitem			100	mana-kill	100		4	4	skill	100	26	2	3	pierce	100		20	20	skilltab	100	1	2	2	sacred	100		1	1																																																											0
Sacred Orb of Winter	1			100	18	292	0		2	xbow,uni	sr63,qty=1						useitem			100	pierce-cold	100		24	24	hit-skill	100	45	18	20	hit-skill	100	64	15	16	dmg-cold	100		200	320	sacred	100		1	1																																																											0
Sacred Orb of Winter	1			100	18	292	0		2	xbow,crf	sr63,qty=1						useitem			100	pierce-cold	100		24	24	hit-skill	100	45	18	20	hit-skill	100	64	15	16	dmg-cold	100		200	320	sacred	100		1	1																																																											0
Sacred Orb of Winter	1			100	18	292	0		2	bow,uni	sr63,qty=1						useitem			100	pierce-cold	100		24	24	hit-skill	100	45	18	20	hit-skill	100	64	15	16	dmg-cold	100		200	320	sacred	100		1	1																																																											0
Sacred Orb of Winter	1			100	18	292	0		2	bow,crf	sr63,qty=1						useitem			100	pierce-cold	100		24	24	hit-skill	100	45	18	20	hit-skill	100	64	15	16	dmg-cold	100		200	320	sacred	100		1	1																																																											0
Sacred Orb of Winter	1			100	18	292	0		2	mace,uni	sr63,qty=1						useitem			100	pierce-cold	100		24	24	hit-skill	100	45	18	20	hit-skill	100	64	15	16	dmg-cold	100		200	320	sacred	100		1	1																																																											0
